"rCRA"	"rError"
28240	20
28445	20
28657	20
28454	20
28441	20
28492	20
28364	20
28381	20
28303	20
28123	20
28183	20
28416	20
28134	20
28544	20
28338	20
28213	20
28415	20
28415	20
28194	20
28473	20
28423	20
28333	20
28295	20
28372	20
28130	20
28278	20
28362	20
28342	20
27932	20
28209	20
28417	20
28264	20
28581	20
28456	20
28675	20
28499	20
28248	20
28486	20
28367	20
28156	20
28476	20
28198	20
28090	20
28451	20
28226	20
28205	20
28382	20
28423	20
28484	20
28199	20
28275	20
28605	20
28289	20
28426	20
28512	20
28479	20
28377	20
28433	20
28499	20
28050	20
28239	20
28329	20
28445	20
28315	20
28163	20
28407	20
28410	20
28483	20
28532	20
28392	20
28316	20
28284	20
28499	20
28292	20
28315	20
28426	20
28298	20
28379	20
28333	20
28339	20
