"rCRA"	"rError"
30367	50
29624	50
29649	50
30610	50
29768	50
30069	50
30430	50
30327	50
30596	50
30475	50
30351	50
30096	50
29989	50
29869	50
29687	50
30160	50
30673	50
30505	50
30265	50
29826	50
29939	50
30496	50
30113	50
30100	50
29625	50
30033	50
30670	50
30547	50
30249	50
30585	50
30810	50
30466	50
30762	50
30109	50
30107	50
29968	50
29770	50
29648	50
29638	50
29728	50
30113	50
30061	50
30520	50
30529	50
30608	50
30675	50
30633	50
29499	50
30513	50
29457	50
29635	50
30094	50
30566	50
30188	50
30202	50
29849	50
29886	50
30036	50
30124	50
30576	50
30085	50
29885	50
30700	50
29354	50
29898	50
29971	50
30059	50
30558	50
30738	50
30027	50
30624	50
29975	50
30389	50
30662	50
30556	50
30433	50
30497	50
30903	50
29982	50
29513	50
