"rCRA"	"rError"
6901	20
7482	20
7485	20
7776	20
6957	20
7723	20
7699	20
7626	20
7400	20
7692	20
6913	20
7066	20
7403	20
6911	20
7688	20
7715	20
7621	20
7272	20
7137	20
7218	20
7425	20
7499	20
7306	20
7508	20
7270	20
6894	20
7529	20
7468	20
7108	20
6916	20
7481	20
7363	20
7708	20
6904	20
7245	20
7177	20
6974	20
7484	20
6972	20
6996	20
7059	20
7085	20
7479	20
7425	20
7439	20
7305	20
6956	20
6978	20
7139	20
7282	20
7220	20
7320	20
7419	20
7499	20
7443	20
7827	20
7030	20
6889	20
7268	20
7722	20
7320	20
6915	20
7247	20
7448	20
7138	20
7759	20
7439	20
7604	20
7456	20
7164	20
7079	20
7725	20
7540	20
7456	20
7777	20
7815	20
7323	20
7079	20
7235	20
7048	20
