"rCRA"	"rError"
28864	50
29333	50
29306	50
29014	50
29152	50
28909	50
29077	50
29567	50
29183	50
29107	50
28781	50
28800	50
29295	50
29154	50
28971	50
29582	50
28762	50
28748	50
28938	50
28787	50
29115	50
29504	50
29080	50
29154	50
28879	50
29056	50
29061	50
29381	50
29251	50
28993	50
28825	50
29013	50
29023	50
28733	50
29138	50
28833	50
29249	50
29613	50
29148	50
28976	50
28747	50
29042	50
28795	50
29104	50
29326	50
28978	50
29164	50
29086	50
29298	50
29020	50
29063	50
29087	50
29017	50
28849	50
29506	50
29474	50
29170	50
29313	50
29044	50
29086	50
28669	50
29105	50
28848	50
29259	50
28855	50
28749	50
29310	50
29105	50
28871	50
28708	50
29287	50
29029	50
29315	50
28891	50
29394	50
29320	50
29248	50
29611	50
28584	50
29377	50
