"rCRA"	"rError"
7754	50
7258	50
7722	50
7429	50
7189	50
7899	50
7259	50
7642	50
7719	50
7504	50
7626	50
7484	50
7273	50
7460	50
7496	50
7731	50
7327	50
7677	50
7337	50
7741	50
7086	50
7881	50
7550	50
7183	50
7068	50
7546	50
7662	50
7706	50
7140	50
7755	50
7921	50
7421	50
7931	50
7050	50
7470	50
6973	50
7536	50
7490	50
7859	50
7472	50
7480	50
7732	50
7338	50
7115	50
7226	50
7958	50
7830	50
7790	50
7871	50
8016	50
7788	50
7299	50
7764	50
7237	50
7368	50
7129	50
7502	50
7252	50
7578	50
7790	50
7792	50
6866	50
7145	50
8037	50
7712	50
7205	50
7405	50
7697	50
7711	50
7818	50
7175	50
7322	50
7562	50
8125	50
7769	50
8082	50
7092	50
7336	50
7784	50
8006	50
