"rCRA"	"rError"
9264	50
8992	50
9045	50
8890	50
8323	50
8369	50
8937	50
8722	50
8910	50
8861	50
8777	50
8292	50
8874	50
8760	50
8659	50
8699	50
9018	50
8240	50
8443	50
8856	50
8360	50
8470	50
8716	50
8725	50
8670	50
8697	50
8774	50
8894	50
8827	50
8919	50
8738	50
8736	50
8849	50
8358	50
8417	50
8713	50
8319	50
8873	50
8845	50
8390	50
8826	50
9028	50
8809	50
8569	50
8816	50
8729	50
8790	50
8350	50
8603	50
8849	50
8920	50
8927	50
8738	50
8646	50
8742	50
8292	50
8742	50
9129	50
8725	50
8428	50
8943	50
8771	50
8686	50
8739	50
8925	50
8681	50
8827	50
8832	50
8990	50
9089	50
8441	50
8797	50
8750	50
8968	50
8854	50
8818	50
8432	50
8871	50
8677	50
8758	50
