"rCRA"	"rError"
19264	20
19253	20
19458	20
18752	20
19580	20
19012	20
18842	20
19349	20
19484	20
19189	20
18779	20
19527	20
19151	20
19268	20
18841	20
19495	20
19299	20
19209	20
19228	20
19378	20
19442	20
19429	20
19082	20
19558	20
19604	20
19624	20
19335	20
19314	20
19354	20
19406	20
19350	20
18876	20
19522	20
18787	20
19263	20
19600	20
18773	20
19486	20
19486	20
19608	20
19360	20
19575	20
18788	20
19429	20
19503	20
19377	20
18966	20
19456	20
19482	20
19371	20
19306	20
19313	20
19623	20
19368	20
19390	20
19310	20
19228	20
19303	20
19589	20
19665	20
19558	20
19146	20
19315	20
18816	20
18756	20
19458	20
19635	20
18789	20
19369	20
19202	20
19042	20
19503	20
19569	20
19376	20
18920	20
19523	20
19519	20
19034	20
19448	20
19380	20
