"rCRA"	"rError"
5171	20
4749	20
4581	20
4823	20
4985	20
5333	20
5034	20
4508	20
5058	20
4444	20
5073	20
4459	20
5130	20
4703	20
5075	20
4484	20
5287	20
4663	20
4989	20
4805	20
4641	20
4673	20
4661	20
4917	20
5013	20
4784	20
5040	20
4822	20
5032	20
5088	20
4858	20
5071	20
5047	20
5059	20
4431	20
4904	20
4683	20
4690	20
4809	20
5015	20
5323	20
4960	20
4734	20
4937	20
4748	20
4512	20
4912	20
5168	20
5172	20
4683	20
4502	20
4481	20
5163	20
4661	20
4980	20
4895	20
4514	20
4646	20
4716	20
4741	20
4993	20
4786	20
4927	20
5036	20
4508	20
4707	20
5139	20
4669	20
4537	20
4975	20
5201	20
4971	20
4670	20
4515	20
4473	20
4682	20
4856	20
5060	20
4542	20
4447	20
