"rCRA"	"rError"
1473	50
1739	50
1580	50
1143	50
1635	50
533	50
988	50
1241	50
1184	50
1491	50
1322	50
1445	50
1009	50
710	50
902	50
745	50
1412	50
1170	50
634	50
1585	50
1492	50
841	50
1121	50
1147	50
1503	50
1055	50
807	50
660	50
1167	50
1071	50
1249	50
1641	50
1016	50
761	50
886	50
1569	50
1304	50
828	50
1529	50
1175	50
1140	50
1137	50
970	50
961	50
1117	50
916	50
850	50
1540	50
834	50
1228	50
1034	50
977	50
1059	50
1486	50
858	50
560	50
1287	50
1093	50
1048	50
1282	50
1262	50
965	50
1466	50
502	50
641	50
644	50
1097	50
1323	50
590	50
660	50
1198	50
577	50
1478	50
1076	50
943	50
1004	50
1276	50
1274	50
1267	50
1692	50
