"rCRA"	"rError"
27643	50
27424	50
27467	50
27608	50
27612	50
26261	50
26529	50
26341	50
27392	50
26351	50
27270	50
27559	50
26617	50
26298	50
26546	50
27285	50
26348	50
26359	50
26290	50
27163	50
27435	50
27175	50
27638	50
27300	50
26423	50
26436	50
27357	50
26421	50
27559	50
27293	50
27150	50
27037	50
27612	50
26366	50
27350	50
26998	50
26250	50
27508	50
26213	50
27493	50
27401	50
27418	50
27660	50
26335	50
27176	50
27527	50
27657	50
27477	50
26422	50
26426	50
27445	50
27478	50
26625	50
27443	50
27244	50
27345	50
26947	50
26356	50
27542	50
27567	50
27409	50
27532	50
26748	50
27556	50
26271	50
26275	50
27747	50
27384	50
27083	50
26349	50
26901	50
26774	50
26566	50
27475	50
26308	50
26725	50
26200	50
26625	50
26722	50
26630	50
