"rCRA"	"rError"
33238	50
33634	50
33505	50
33372	50
33567	50
33361	50
33369	50
33503	50
33589	50
33376	50
33603	50
33536	50
33476	50
33514	50
33649	50
33454	50
33352	50
33322	50
33389	50
33783	50
33286	50
33264	50
33405	50
33515	50
33338	50
33750	50
33353	50
33445	50
33418	50
33605	50
33514	50
33341	50
33369	50
33487	50
33630	50
33397	50
33333	50
33374	50
33505	50
33182	50
33363	50
33895	50
33436	50
33673	50
33495	50
33740	50
33533	50
33436	50
33440	50
33381	50
33487	50
33321	50
33362	50
33504	50
33646	50
33386	50
33675	50
33707	50
33561	50
33396	50
33322	50
33662	50
33249	50
33364	50
33561	50
33566	50
33443	50
33345	50
33499	50
33531	50
33567	50
33242	50
33445	50
33293	50
33699	50
33362	50
33319	50
33360	50
33455	50
33177	50
