"rCRA"	"rError"
4195	50
4372	50
4124	50
4094	50
4008	50
4373	50
4363	50
4087	50
4049	50
4480	50
4423	50
4357	50
4422	50
4236	50
4121	50
4472	50
4418	50
4433	50
4510	50
4057	50
4120	50
4018	50
4486	50
4306	50
4544	50
4157	50
4042	50
4049	50
3971	50
4353	50
4405	50
4527	50
4689	50
4110	50
4170	50
4066	50
4054	50
4026	50
4122	50
4308	50
4475	50
4248	50
4033	50
4531	50
3950	50
4536	50
4090	50
4413	50
4054	50
4346	50
4364	50
4172	50
4358	50
4175	50
3989	50
4122	50
4134	50
4179	50
4545	50
4031	50
4071	50
4133	50
4495	50
4468	50
4310	50
4089	50
4551	50
4530	50
4125	50
4090	50
4149	50
4116	50
4002	50
4161	50
4337	50
4316	50
4460	50
4176	50
4431	50
4353	50
