"rCRA"	"rError"
9234	20
8906	20
9156	20
9436	20
9388	20
9525	20
9501	20
9265	20
8897	20
9444	20
8913	20
8870	20
9393	20
9251	20
9289	20
9226	20
8929	20
8874	20
9224	20
9442	20
8860	20
8857	20
9337	20
9033	20
9254	20
9180	20
9336	20
9181	20
9162	20
9546	20
9019	20
9270	20
9181	20
8910	20
9419	20
9347	20
9328	20
8868	20
9515	20
8923	20
9477	20
9425	20
9399	20
8928	20
8906	20
8792	20
8989	20
9240	20
9304	20
9273	20
9242	20
8846	20
8922	20
8958	20
8914	20
9008	20
9011	20
8843	20
9313	20
9214	20
9140	20
9185	20
9540	20
9201	20
8963	20
8877	20
9429	20
9587	20
9642	20
9316	20
9413	20
9573	20
8858	20
9498	20
8941	20
8895	20
9451	20
9242	20
8883	20
8898	20
