"rCRA"	"rError"
32294	20
31548	20
32268	20
32497	20
31670	20
31853	20
31701	20
32337	20
32475	20
31856	20
32382	20
32371	20
32460	20
31982	20
32356	20
31983	20
31618	20
32334	20
32214	20
32390	20
31673	20
32423	20
32391	20
32089	20
32031	20
31555	20
31430	20
31429	20
31544	20
31967	20
32461	20
31471	20
32514	20
32007	20
32164	20
31640	20
31982	20
32654	20
32325	20
31963	20
32474	20
31963	20
31488	20
32259	20
32417	20
32382	20
32312	20
32100	20
32348	20
31906	20
32564	20
31813	20
32271	20
31565	20
31559	20
32040	20
31350	20
31641	20
31498	20
31228	20
32315	20
32341	20
32347	20
32287	20
31725	20
31841	20
32217	20
31630	20
31949	20
31565	20
31970	20
32264	20
32294	20
31885	20
31656	20
31601	20
31377	20
31532	20
31516	20
32357	20
