"rCRA"	"rError"
2365	50
2273	50
2164	50
2141	50
2088	50
1977	50
2553	50
2478	50
2029	50
2514	50
1985	50
2020	50
2510	50
2159	50
2151	50
1942	50
2473	50
2227	50
1881	50
2083	50
2100	50
1898	50
2196	50
2205	50
2480	50
1879	50
2280	50
1808	50
2090	50
2160	50
1946	50
1930	50
2204	50
1968	50
2067	50
2353	50
2372	50
1898	50
2468	50
2336	50
1835	50
2290	50
2464	50
2213	50
2135	50
1790	50
1816	50
2102	50
2411	50
2193	50
2100	50
2152	50
2274	50
2309	50
2222	50
2302	50
2221	50
1825	50
2063	50
1957	50
2265	50
1884	50
1759	50
2314	50
2532	50
1915	50
2430	50
2500	50
2097	50
2214	50
1965	50
2470	50
2210	50
1991	50
2090	50
2366	50
2025	50
2139	50
2145	50
1892	50
