"rCRA"	"rError"
27517	50
27340	50
26573	50
27267	50
26443	50
27420	50
27412	50
27694	50
26517	50
26586	50
27399	50
27185	50
27052	50
27566	50
27924	50
26818	50
27799	50
27553	50
27034	50
27339	50
27242	50
27221	50
27305	50
27606	50
27507	50
27373	50
27509	50
26801	50
27955	50
27599	50
26522	50
26552	50
28278	50
27877	50
26677	50
26867	50
27062	50
26776	50
26669	50
26513	50
27147	50
27790	50
27474	50
27861	50
27564	50
26613	50
26497	50
27335	50
27683	50
27481	50
27394	50
26502	50
27752	50
26596	50
27857	50
27297	50
26910	50
26843	50
26740	50
26528	50
27421	50
26864	50
27596	50
27498	50
27096	50
27422	50
27501	50
27111	50
27060	50
26854	50
27460	50
27540	50
26861	50
26954	50
27273	50
27406	50
27445	50
27342	50
27755	50
27577	50
