"rCRA"	"rError"
33139	20
32739	20
33068	20
32512	20
32765	20
33101	20
32961	20
32437	20
33021	20
32898	20
32779	20
32394	20
32334	20
33122	20
33350	20
32362	20
32925	20
32383	20
33064	20
32754	20
32526	20
33129	20
33449	20
32789	20
32366	20
32806	20
33266	20
33002	20
33111	20
33043	20
33219	20
33406	20
32813	20
33165	20
33129	20
32961	20
33281	20
32638	20
32986	20
33035	20
32776	20
32918	20
33356	20
33148	20
33103	20
32682	20
32569	20
32678	20
32753	20
32950	20
33106	20
33288	20
32808	20
32899	20
32776	20
32270	20
32608	20
33109	20
32683	20
33039	20
32364	20
32309	20
32436	20
33074	20
32831	20
32890	20
32908	20
33139	20
32418	20
32965	20
33084	20
32896	20
32840	20
33091	20
32461	20
32562	20
32424	20
32787	20
32925	20
32768	20
