"rCRA"	"rError"
28276	50
29035	50
28687	50
28941	50
28490	50
28599	50
28717	50
28667	50
28805	50
28341	50
28795	50
28881	50
28664	50
28978	50
28885	50
28872	50
28406	50
28265	50
28424	50
28604	50
28771	50
29100	50
29245	50
28560	50
29027	50
29004	50
28537	50
28593	50
28818	50
28383	50
28799	50
29056	50
28551	50
28970	50
28945	50
28557	50
28427	50
28737	50
28069	50
28434	50
28254	50
28447	50
29100	50
28927	50
28713	50
28270	50
28811	50
29023	50
28723	50
28747	50
28616	50
28875	50
29013	50
28857	50
29014	50
29163	50
29083	50
29028	50
28672	50
28556	50
28339	50
28635	50
28661	50
28600	50
28884	50
28954	50
28578	50
29037	50
28500	50
29040	50
28939	50
28370	50
28963	50
28574	50
28472	50
28882	50
28704	50
28662	50
28650	50
28925	50
