"rCRA"	"rError"
5271	50
4520	50
5395	50
4627	50
5299	50
5128	50
5145	50
4652	50
5293	50
4973	50
5036	50
4586	50
4460	50
4484	50
4728	50
4523	50
4735	50
4804	50
4664	50
4695	50
4439	50
5120	50
4744	50
5301	50
4884	50
5158	50
5299	50
4816	50
4913	50
5044	50
5046	50
4494	50
5306	50
4687	50
4653	50
5062	50
5300	50
5133	50
5040	50
4655	50
5023	50
5193	50
4436	50
4974	50
4977	50
4817	50
5144	50
4603	50
5340	50
5229	50
4519	50
4482	50
4983	50
5170	50
5294	50
5138	50
5062	50
4708	50
5067	50
4734	50
4709	50
4813	50
4651	50
4686	50
5081	50
5011	50
4665	50
4794	50
5160	50
5045	50
5154	50
4848	50
5070	50
4756	50
5035	50
5156	50
4861	50
4565	50
5123	50
4740	50
