"rCRA"	"rError"
40868	50
41304	50
42223	50
41198	50
41801	50
41031	50
40488	50
40353	50
40746	50
41148	50
40802	50
41208	50
41017	50
41148	50
41116	50
40427	50
41062	50
40810	50
41140	50
40982	50
41512	50
41260	50
40861	50
40636	50
40852	50
41711	50
40528	50
41441	50
40654	50
40869	50
40495	50
41263	50
40387	50
41194	50
40716	50
41277	50
40662	50
40389	50
40665	50
40608	50
41292	50
41066	50
41127	50
40893	50
41460	50
41389	50
41125	50
40626	50
40888	50
41257	50
40715	50
40753	50
41391	50
40795	50
41604	50
40726	50
40528	50
41743	50
41378	50
42122	50
41205	50
40672	50
41241	50
40812	50
40759	50
41867	50
40493	50
41089	50
40583	50
41076	50
41247	50
40579	50
40259	50
41050	50
40653	50
40351	50
40637	50
41006	50
40475	50
40421	50
