"rCRA"	"rError"
4922	50
4921	50
5823	50
5559	50
5814	50
5055	50
4964	50
5332	50
5488	50
5662	50
5183	50
5111	50
5452	50
5711	50
5295	50
5112	50
5529	50
4954	50
5158	50
5281	50
5062	50
5508	50
4958	50
5448	50
5220	50
4927	50
5329	50
5345	50
5654	50
5078	50
5732	50
5485	50
5523	50
5591	50
4942	50
5404	50
5339	50
5655	50
5142	50
4914	50
5159	50
5175	50
5072	50
5646	50
5444	50
5162	50
5296	50
4981	50
5827	50
5673	50
5552	50
5175	50
4928	50
5613	50
5598	50
5819	50
5287	50
5069	50
5287	50
5501	50
5158	50
5374	50
5090	50
4824	50
5628	50
4877	50
5368	50
4969	50
5129	50
5106	50
4956	50
4995	50
5352	50
5066	50
5061	50
4927	50
5254	50
4857	50
5340	50
5859	50
