"rCRA"	"rError"
1246	50
1864	50
1468	50
1105	50
1859	50
1703	50
1465	50
1356	50
1757	50
1472	50
1984	50
1386	50
1694	50
1450	50
2097	50
1198	50
1567	50
1196	50
1566	50
1287	50
1781	50
1983	50
1684	50
1473	50
1956	50
1183	50
1114	50
1615	50
1872	50
1754	50
1606	50
1118	50
1209	50
1423	50
1951	50
2028	50
1892	50
1962	50
1152	50
1768	50
1569	50
1611	50
1706	50
1452	50
1594	50
1270	50
1316	50
1759	50
1420	50
1208	50
1672	50
1690	50
1429	50
1398	50
1943	50
1723	50
1514	50
1913	50
1110	50
1579	50
1115	50
1380	50
1362	50
1204	50
1858	50
1688	50
1676	50
1118	50
1890	50
1058	50
1855	50
1222	50
1207	50
1595	50
1744	50
1829	50
1296	50
1893	50
1844	50
1555	50
