"rCRA"	"rError"
24022	50
24021	50
23973	50
24031	50
23544	50
24124	50
23888	50
23161	50
23548	50
23801	50
23156	50
23533	50
23425	50
24034	50
23561	50
24188	50
24132	50
23657	50
24105	50
23382	50
23366	50
23539	50
23472	50
23217	50
23210	50
23677	50
23526	50
24012	50
23409	50
23280	50
23928	50
23191	50
23298	50
23991	50
23749	50
23944	50
23620	50
24055	50
23448	50
23560	50
24091	50
24162	50
23370	50
23602	50
23344	50
23666	50
23937	50
23330	50
23347	50
24139	50
24202	50
24060	50
23436	50
23993	50
23816	50
23371	50
24013	50
23879	50
24073	50
24079	50
23347	50
23512	50
23833	50
23831	50
23984	50
23639	50
24165	50
23306	50
23306	50
23305	50
24122	50
23795	50
23563	50
23343	50
23413	50
23177	50
23905	50
23465	50
23118	50
23877	50
