"rCRA"	"rError"
27449	50
27386	50
27616	50
28319	50
27867	50
27552	50
28051	50
27530	50
27864	50
27434	50
28032	50
28130	50
27754	50
27742	50
28356	50
28050	50
27996	50
27586	50
27571	50
27453	50
27337	50
28023	50
27667	50
27474	50
27902	50
28232	50
27753	50
28219	50
27496	50
27404	50
27648	50
27923	50
27491	50
28274	50
28161	50
28029	50
27615	50
27473	50
27901	50
27620	50
28081	50
28195	50
27898	50
27471	50
28266	50
27504	50
28272	50
27474	50
27352	50
27917	50
28156	50
27815	50
27180	50
27749	50
27962	50
27514	50
27436	50
27513	50
27282	50
27987	50
27733	50
28076	50
28374	50
27591	50
27605	50
27466	50
28168	50
27931	50
27919	50
27319	50
28124	50
28108	50
27351	50
27216	50
27662	50
27524	50
27933	50
27625	50
27501	50
27451	50
