"rCRA"	"rError"
2923	20
3323	20
3336	20
3434	20
3091	20
3008	20
3646	20
3661	20
3066	20
3333	20
3301	20
3524	20
3384	20
2948	20
3668	20
2914	20
3503	20
3222	20
2895	20
3266	20
2955	20
3389	20
3443	20
3180	20
3530	20
3504	20
3193	20
3472	20
3619	20
3458	20
2990	20
2932	20
2934	20
2975	20
3320	20
3439	20
3418	20
3072	20
2918	20
2943	20
3513	20
3300	20
3499	20
2883	20
2859	20
3524	20
2974	20
3074	20
3205	20
3497	20
3623	20
3165	20
3047	20
2905	20
3278	20
3070	20
2955	20
2868	20
3513	20
3429	20
2954	20
2841	20
3307	20
3082	20
2960	20
3424	20
3435	20
3358	20
3430	20
3262	20
2902	20
3185	20
3324	20
3243	20
3055	20
3483	20
3331	20
2871	20
2903	20
3259	20
