"rCRA"	"rError"
28515	50
28907	50
28335	50
28762	50
28381	50
28524	50
28640	50
28736	50
28592	50
28944	50
28514	50
28623	50
28524	50
28348	50
28831	50
28713	50
28896	50
28374	50
28937	50
28219	50
28915	50
28486	50
28512	50
28871	50
28675	50
28684	50
28259	50
28511	50
28757	50
28439	50
28595	50
28436	50
28569	50
28604	50
28601	50
28489	50
28695	50
28805	50
28308	50
28497	50
28503	50
28693	50
28294	50
28378	50
28447	50
28845	50
28512	50
28791	50
28664	50
28589	50
28652	50
28561	50
28970	50
28702	50
28802	50
28526	50
28329	50
28399	50
28975	50
28298	50
28470	50
28482	50
28177	50
28866	50
28693	50
28846	50
28772	50
28672	50
28672	50
28812	50
28403	50
28816	50
28503	50
28539	50
28872	50
28671	50
28825	50
28579	50
28188	50
28670	50
