"rCRA"	"rError"
9157	20
8799	20
8880	20
9045	20
8827	20
9317	20
8931	20
8808	20
8912	20
9028	20
9229	20
8755	20
8779	20
8761	20
8894	20
8891	20
8820	20
9339	20
8799	20
9081	20
8890	20
9066	20
8784	20
9303	20
8803	20
8798	20
8853	20
8816	20
8823	20
8902	20
8842	20
8761	20
8908	20
8888	20
9193	20
8817	20
8745	20
9301	20
9186	20
9181	20
8813	20
8932	20
9219	20
8901	20
9331	20
9165	20
9047	20
8769	20
9193	20
8891	20
9149	20
8842	20
9077	20
8930	20
8927	20
9215	20
9236	20
8784	20
8868	20
8745	20
8859	20
8873	20
8918	20
8795	20
8839	20
9023	20
8866	20
9464	20
9025	20
8909	20
9054	20
8887	20
9004	20
8787	20
8777	20
8862	20
9210	20
8780	20
8832	20
8770	20
