"rCRA"	"rError"
29829	20
30522	20
29962	20
30740	20
30385	20
30255	20
30518	20
30118	20
30554	20
30770	20
29184	20
30769	20
29828	20
30008	20
29666	20
30737	20
29569	20
30463	20
30446	20
30074	20
29833	20
29468	20
29793	20
29930	20
30758	20
29415	20
30531	20
30436	20
30899	20
30057	20
29606	20
30395	20
30777	20
30455	20
30415	20
30749	20
29570	20
30318	20
30006	20
30855	20
29781	20
29695	20
30350	20
30572	20
29709	20
30688	20
29844	20
29434	20
29907	20
30582	20
30592	20
30583	20
29471	20
30657	20
30218	20
30579	20
29966	20
30633	20
30526	20
30590	20
30303	20
30023	20
30367	20
29962	20
30079	20
30126	20
30572	20
30566	20
29650	20
29651	20
29793	20
29606	20
29514	20
30431	20
30205	20
30376	20
29630	20
29947	20
29921	20
29967	20
