"rCRA"	"rError"
10415	50
11156	50
10969	50
10981	50
10340	50
10301	50
10344	50
10596	50
10400	50
10515	50
10450	50
10830	50
10368	50
10322	50
10548	50
10619	50
10956	50
10480	50
10493	50
10420	50
10495	50
10326	50
10624	50
11025	50
10989	50
10935	50
10658	50
10558	50
10613	50
11078	50
10401	50
10500	50
10564	50
10475	50
10907	50
10945	50
10905	50
10403	50
10357	50
10454	50
11057	50
10350	50
10480	50
10693	50
10332	50
10945	50
10461	50
10405	50
10350	50
10537	50
10362	50
10377	50
10456	50
10328	50
10377	50
10355	50
10430	50
10594	50
10561	50
10369	50
10241	50
10428	50
10970	50
10396	50
10415	50
10942	50
10491	50
10414	50
10301	50
10503	50
10433	50
10374	50
10361	50
10450	50
10371	50
10343	50
10993	50
10380	50
10751	50
10496	50
