"rCRA"	"rError"
31638	50
31531	50
31180	50
31802	50
31697	50
31986	50
31600	50
31153	50
31668	50
31697	50
31606	50
31726	50
32195	50
31495	50
30864	50
31297	50
32155	50
31616	50
31945	50
31697	50
31389	50
32159	50
31317	50
31938	50
32489	50
31551	50
31201	50
31745	50
31135	50
31529	50
31961	50
31600	50
30933	50
31590	50
31272	50
31714	50
31267	50
31502	50
31357	50
31361	50
31401	50
31117	50
31964	50
31433	50
31937	50
32020	50
31056	50
31290	50
31644	50
31396	50
32168	50
31379	50
31498	50
31622	50
31430	50
31855	50
31205	50
31712	50
31418	50
32260	50
31202	50
31232	50
31367	50
31567	50
31448	50
31533	50
31381	50
30940	50
31541	50
31954	50
31910	50
32065	50
31270	50
31411	50
31261	50
31137	50
31389	50
31656	50
31164	50
31449	50
