"rCRA"	"rError"
29528	20
30693	20
30401	20
30127	20
30625	20
30043	20
30078	20
30273	20
30459	20
29610	20
29554	20
30752	20
29351	20
30428	20
30174	20
30287	20
30902	20
30653	20
29820	20
29521	20
30473	20
30654	20
29998	20
29836	20
29629	20
30119	20
29581	20
29684	20
30703	20
30330	20
29990	20
29568	20
30317	20
30252	20
30113	20
29536	20
30426	20
30366	20
29991	20
30598	20
30467	20
29970	20
30598	20
30634	20
30110	20
30582	20
30117	20
30564	20
30578	20
29370	20
30547	20
30770	20
30610	20
29465	20
29679	20
29901	20
29664	20
30056	20
30858	20
30660	20
29759	20
30791	20
29470	20
30563	20
30133	20
30195	20
30346	20
30659	20
30112	20
29790	20
30526	20
30310	20
30046	20
30904	20
29994	20
30489	20
30655	20
30177	20
29617	20
30542	20
