"rCRA"	"rError"
1863	20
1416	20
1436	20
2081	20
1951	20
1978	20
1946	20
1582	20
1681	20
1607	20
1489	20
2092	20
1874	20
1897	20
1472	20
1971	20
1467	20
1584	20
1576	20
1447	20
1572	20
1434	20
1939	20
2099	20
1607	20
2242	20
1896	20
2014	20
1958	20
1509	20
2156	20
1544	20
2105	20
1709	20
1489	20
2018	20
1575	20
2066	20
1507	20
1620	20
2138	20
1955	20
1958	20
1978	20
1732	20
1897	20
1435	20
1510	20
2079	20
2107	20
2151	20
2009	20
1934	20
1892	20
1961	20
2129	20
1347	20
1458	20
2204	20
1963	20
1729	20
1753	20
1934	20
1924	20
1834	20
2193	20
1413	20
2209	20
1899	20
1950	20
1516	20
2016	20
2262	20
2084	20
2236	20
2213	20
2086	20
1851	20
1584	20
2055	20
