"rCRA"	"rError"
14655	20
15090	20
15450	20
15344	20
15221	20
14717	20
15131	20
15350	20
14684	20
15155	20
15038	20
15295	20
14775	20
15028	20
15241	20
15083	20
15299	20
15101	20
15385	20
15055	20
14671	20
15216	20
15128	20
14722	20
14712	20
15500	20
15245	20
14743	20
15302	20
15552	20
14694	20
15247	20
14688	20
15442	20
15199	20
14712	20
14977	20
14997	20
14737	20
15465	20
15399	20
14855	20
15100	20
15094	20
15522	20
15554	20
14794	20
15225	20
15143	20
14779	20
15261	20
15229	20
15125	20
15280	20
15268	20
15305	20
15073	20
15224	20
15335	20
14703	20
14691	20
15175	20
15227	20
15375	20
14710	20
14704	20
15010	20
15106	20
15115	20
15176	20
15096	20
14910	20
15178	20
15498	20
15155	20
15044	20
15437	20
15145	20
14769	20
15339	20
