"rCRA"	"rError"
31493	50
31687	50
32463	50
31828	50
31625	50
31338	50
31624	50
31358	50
31976	50
32347	50
32233	50
32304	50
31828	50
31604	50
32648	50
32005	50
31624	50
32492	50
31814	50
31542	50
31586	50
32459	50
31622	50
32369	50
32637	50
32152	50
31538	50
32159	50
31698	50
32006	50
31630	50
31972	50
32042	50
31916	50
31576	50
32103	50
32179	50
32338	50
31438	50
32561	50
32424	50
31656	50
31944	50
32169	50
31694	50
32151	50
32026	50
32532	50
32189	50
32320	50
31642	50
31429	50
32564	50
31647	50
31816	50
32400	50
32048	50
32121	50
32010	50
31431	50
32273	50
32385	50
32053	50
32426	50
32497	50
32459	50
31786	50
32344	50
31600	50
31660	50
32258	50
32595	50
32480	50
32222	50
32395	50
32376	50
32278	50
32231	50
32276	50
32454	50
