"rCRA"	"rError"
531	50
965	50
304	50
229	50
820	50
328	50
299	50
677	50
975	50
477	50
1069	50
659	50
150	50
983	50
643	50
360	50
108	50
358	50
622	50
136	50
977	50
132	50
690	50
370	50
211	50
430	50
308	50
1028	50
102	50
901	50
130	50
538	50
142	50
494	50
533	50
27	50
163	50
732	50
1071	50
69	50
571	50
215	50
203	50
289	50
358	50
1085	50
954	50
742	50
686	50
867	50
831	50
1133	50
357	50
803	50
890	50
818	50
404	50
975	50
944	50
420	50
980	50
93	50
172	50
346	50
988	50
818	50
42	50
583	50
615	50
198	50
930	50
102	50
1009	50
819	50
217	50
364	50
222	50
181	50
110	50
140	50
