"rCRA"	"rError"
29265	50
30263	50
29804	50
29255	50
29307	50
29251	50
29155	50
29654	50
29402	50
29380	50
29451	50
29332	50
29405	50
29522	50
30234	50
30346	50
29886	50
29463	50
29636	50
29469	50
30304	50
29799	50
29495	50
29769	50
29788	50
29327	50
29374	50
29142	50
29484	50
29287	50
30049	50
29401	50
30402	50
29302	50
30152	50
29344	50
29167	50
30330	50
29512	50
30102	50
29776	50
30092	50
29213	50
29434	50
29445	50
29930	50
29570	50
29876	50
29620	50
29205	50
29232	50
29813	50
29842	50
29260	50
29335	50
30071	50
29436	50
29451	50
29599	50
29486	50
29388	50
29302	50
29156	50
29648	50
29697	50
29273	50
29635	50
29077	50
29711	50
29534	50
29576	50
29245	50
29772	50
29465	50
29089	50
30030	50
29841	50
30026	50
29245	50
29119	50
