"rCRA"	"rError"
30778	50
31241	50
31369	50
31185	50
31106	50
31309	50
30457	50
30579	50
31082	50
30557	50
31250	50
30804	50
31495	50
30459	50
30809	50
30613	50
30797	50
30695	50
30383	50
30919	50
30817	50
30699	50
31283	50
30765	50
31143	50
30844	50
31236	50
30929	50
30934	50
31317	50
30837	50
31136	50
31326	50
30536	50
31558	50
30967	50
31115	50
30537	50
31275	50
30996	50
31275	50
31333	50
31133	50
31297	50
30995	50
31364	50
31359	50
31117	50
31202	50
30725	50
31236	50
31159	50
30419	50
31291	50
31013	50
31013	50
30764	50
31272	50
31405	50
31351	50
31476	50
31009	50
30858	50
31410	50
30598	50
31225	50
31247	50
31190	50
31373	50
31325	50
31267	50
31412	50
31205	50
30767	50
31131	50
31127	50
30757	50
30611	50
31396	50
30848	50
