"rCRA"	"rError"
5014	20
5108	20
5273	20
5295	20
5598	20
5589	20
4979	20
5053	20
5341	20
5280	20
5404	20
5042	20
4818	20
5104	20
4937	20
5401	20
5052	20
5107	20
5134	20
5312	20
5053	20
5065	20
5251	20
5293	20
5304	20
5522	20
4927	20
4965	20
4748	20
4962	20
4902	20
4970	20
4926	20
5166	20
5229	20
5438	20
5114	20
5273	20
5286	20
5080	20
5335	20
5419	20
5135	20
4890	20
4953	20
4935	20
5083	20
5052	20
5170	20
5624	20
5267	20
5144	20
5152	20
5621	20
5027	20
5282	20
5314	20
5015	20
4813	20
5033	20
5324	20
5544	20
5274	20
5306	20
5437	20
4900	20
4933	20
5329	20
5213	20
5196	20
4944	20
5068	20
5135	20
5099	20
5743	20
5309	20
5061	20
5208	20
5578	20
5114	20
