"rCRA"	"rError"
5891	50
6546	50
6341	50
6136	50
6078	50
5914	50
5987	50
6483	50
6329	50
6025	50
5787	50
6275	50
6059	50
5857	50
6105	50
5979	50
6015	50
6217	50
5827	50
6345	50
6456	50
6345	50
6593	50
5800	50
6235	50
5848	50
6389	50
6559	50
6205	50
6054	50
6036	50
6589	50
6198	50
6118	50
6190	50
6197	50
6192	50
6098	50
5752	50
5900	50
5779	50
6624	50
5790	50
6419	50
6003	50
6048	50
6506	50
6447	50
6360	50
5998	50
5769	50
6649	50
6585	50
6083	50
6171	50
6036	50
5955	50
6266	50
5729	50
5756	50
6066	50
6367	50
6049	50
6364	50
6320	50
5752	50
5832	50
6302	50
6389	50
5874	50
5849	50
6350	50
6447	50
6656	50
5750	50
6217	50
6208	50
5967	50
6009	50
6369	50
