"rCRA"	"rError"
1554	20
1187	20
1097	20
1068	20
1089	20
1279	20
1886	20
1595	20
1552	20
1230	20
914	20
1257	20
1512	20
1376	20
1888	20
1157	20
1420	20
910	20
1318	20
1256	20
1580	20
1710	20
1559	20
1753	20
1186	20
1457	20
1372	20
1576	20
1781	20
1269	20
940	20
1020	20
1702	20
1213	20
1154	20
1370	20
1479	20
1209	20
1463	20
1251	20
1114	20
1034	20
969	20
1296	20
1303	20
1295	20
934	20
1097	20
1069	20
1234	20
1466	20
1544	20
1249	20
1571	20
1436	20
1706	20
1100	20
1581	20
1110	20
1171	20
1736	20
1790	20
1281	20
1572	20
1108	20
1210	20
1410	20
1033	20
1697	20
1281	20
1681	20
1141	20
1774	20
1907	20
1707	20
1240	20
1254	20
1073	20
1624	20
1253	20
