"rCRA"	"rError"
33712	20
33636	20
33470	20
33614	20
33410	20
33551	20
33722	20
33554	20
33824	20
33709	20
33439	20
33560	20
33648	20
33595	20
33401	20
33563	20
33585	20
33673	20
33658	20
33307	20
33701	20
33699	20
33620	20
33340	20
33488	20
33382	20
34017	20
33507	20
33886	20
33623	20
33711	20
33535	20
33504	20
33518	20
33657	20
33419	20
33581	20
33470	20
33876	20
33391	20
33443	20
33629	20
33664	20
33614	20
33637	20
33652	20
33399	20
33681	20
33627	20
33546	20
34041	20
33518	20
33544	20
33964	20
33441	20
33446	20
33505	20
33501	20
33683	20
33725	20
33307	20
33625	20
33606	20
33437	20
33811	20
33467	20
33637	20
33921	20
33797	20
33642	20
33830	20
33612	20
33965	20
33377	20
33664	20
33512	20
33827	20
33604	20
33542	20
33699	20
