"rCRA"	"rError"
7986	20
7954	20
8170	20
7955	20
8143	20
7954	20
8010	20
7984	20
8342	20
8369	20
7924	20
8275	20
8222	20
8003	20
8415	20
8200	20
8153	20
8140	20
8210	20
7906	20
8198	20
8141	20
7925	20
8373	20
7992	20
7739	20
8155	20
7914	20
7919	20
8170	20
8244	20
7996	20
8257	20
8156	20
8159	20
7816	20
7889	20
8114	20
8321	20
7991	20
8122	20
7734	20
7950	20
8237	20
8034	20
8107	20
8015	20
8180	20
8236	20
8219	20
8007	20
8316	20
8329	20
7919	20
7770	20
7944	20
7898	20
7779	20
7838	20
7964	20
8235	20
7776	20
8041	20
7991	20
8207	20
8327	20
8228	20
7975	20
8160	20
8407	20
8263	20
7991	20
7983	20
7959	20
7968	20
8049	20
7745	20
8006	20
7778	20
7760	20
