"rCRA"	"rError"
29005	20
28939	20
29000	20
29319	20
28891	20
29974	20
29406	20
29649	20
29387	20
29748	20
29211	20
28934	20
28966	20
29451	20
29594	20
29358	20
29539	20
29436	20
28713	20
29131	20
29124	20
29464	20
29002	20
29924	20
29623	20
29146	20
29294	20
29200	20
29118	20
29391	20
29271	20
29298	20
29299	20
29257	20
29189	20
29329	20
29643	20
29288	20
28978	20
29087	20
29190	20
29533	20
29407	20
29238	20
29550	20
28976	20
29045	20
29272	20
29581	20
29264	20
29860	20
29996	20
29262	20
29248	20
29619	20
29441	20
29205	20
29072	20
29021	20
29045	20
29501	20
30155	20
29317	20
29019	20
29664	20
29367	20
29421	20
29928	20
29969	20
29678	20
29473	20
29203	20
29080	20
29658	20
29072	20
29282	20
28813	20
29207	20
29352	20
29084	20
