"rCRA"	"rError"
28322	50
29003	50
29163	50
28641	50
28632	50
28861	50
28402	50
28439	50
28509	50
28733	50
28562	50
28384	50
28668	50
29014	50
28379	50
28598	50
28493	50
28329	50
28347	50
28305	50
28799	50
28381	50
28870	50
28294	50
28523	50
28929	50
28289	50
28563	50
28538	50
28401	50
28561	50
28646	50
28742	50
28487	50
28328	50
28501	50
28558	50
28709	50
28370	50
28794	50
28482	50
28616	50
28342	50
28221	50
29016	50
28739	50
28771	50
28591	50
28303	50
28283	50
28214	50
28948	50
28843	50
28298	50
28613	50
28624	50
28796	50
28774	50
28517	50
28342	50
28434	50
28830	50
28661	50
28170	50
28459	50
28202	50
28329	50
28736	50
28536	50
29041	50
28980	50
28433	50
28517	50
28242	50
28355	50
28342	50
29089	50
28801	50
28842	50
28562	50
