"rCRA"	"rError"
31525	20
31149	20
31130	20
30238	20
30704	20
30543	20
30689	20
31312	20
31427	20
30592	20
31526	20
30689	20
31510	20
30544	20
31398	20
30486	20
30571	20
30725	20
31470	20
31032	20
31028	20
31334	20
30767	20
31417	20
30901	20
31281	20
31109	20
31101	20
31388	20
31172	20
30744	20
31391	20
30505	20
30576	20
30477	20
30846	20
30766	20
31675	20
31290	20
30760	20
30740	20
31171	20
31201	20
31104	20
31253	20
31579	20
31414	20
31334	20
31058	20
31353	20
31379	20
30447	20
31562	20
30673	20
30712	20
31422	20
30844	20
30975	20
31291	20
31406	20
31270	20
31337	20
31364	20
31378	20
31391	20
30562	20
31285	20
31596	20
30643	20
30577	20
30714	20
31475	20
31285	20
30979	20
31082	20
30729	20
30891	20
31403	20
31183	20
31357	20
