"rCRA"	"rError"
28351	20
28332	20
28456	20
28442	20
28496	20
28165	20
28408	20
28152	20
28330	20
28495	20
28554	20
28489	20
28444	20
28502	20
28274	20
28557	20
28562	20
28413	20
28683	20
28375	20
28535	20
28555	20
28240	20
28397	20
28345	20
28432	20
28343	20
28444	20
28275	20
28107	20
28662	20
28402	20
28458	20
28268	20
28407	20
28601	20
28634	20
28450	20
28243	20
28443	20
28158	20
28351	20
28293	20
28274	20
28165	20
28443	20
28341	20
28487	20
28684	20
28551	20
28560	20
28249	20
28374	20
28556	20
28497	20
28557	20
28594	20
28455	20
28658	20
28286	20
28192	20
28598	20
28381	20
28390	20
28492	20
28705	20
28398	20
28338	20
28551	20
28198	20
28445	20
28469	20
28282	20
28374	20
28253	20
28465	20
28407	20
28570	20
28664	20
28566	20
