"rCRA"	"rError"
3327	50
3289	50
3730	50
3700	50
3903	50
3420	50
3603	50
3802	50
3890	50
3871	50
3655	50
3513	50
3597	50
3417	50
3723	50
3391	50
3801	50
3842	50
3716	50
3794	50
3718	50
3553	50
3396	50
3486	50
3548	50
3798	50
3326	50
3711	50
3554	50
3798	50
3485	50
3553	50
3603	50
3792	50
3945	50
3450	50
3928	50
3838	50
3417	50
3671	50
3495	50
3304	50
3566	50
3647	50
3519	50
3720	50
3615	50
3894	50
3376	50
3677	50
3423	50
3621	50
3842	50
3314	50
3483	50
3279	50
3251	50
3687	50
3336	50
3282	50
3434	50
3411	50
3533	50
3751	50
3493	50
3717	50
3791	50
3351	50
3531	50
3482	50
3364	50
3822	50
3670	50
3800	50
3626	50
3851	50
3878	50
3717	50
3880	50
3373	50
