"rCRA"	"rError"
7726	20
8190	20
8179	20
7977	20
7573	20
7962	20
8220	20
7980	20
8140	20
8015	20
7978	20
8173	20
7850	20
7974	20
7975	20
7768	20
7927	20
8164	20
8166	20
8227	20
8205	20
7943	20
7925	20
8193	20
8258	20
7911	20
7960	20
8273	20
7832	20
7919	20
8172	20
7845	20
7874	20
7831	20
7907	20
7928	20
8221	20
8003	20
8229	20
7918	20
8011	20
7763	20
8265	20
8225	20
7909	20
8125	20
7732	20
7860	20
7737	20
7865	20
7756	20
7948	20
8183	20
7978	20
7946	20
8137	20
7702	20
7692	20
7638	20
8208	20
7946	20
8069	20
7935	20
7723	20
8301	20
7979	20
7990	20
7961	20
7910	20
7939	20
7988	20
7757	20
8178	20
7926	20
7717	20
7847	20
7883	20
7955	20
7725	20
7674	20
