"rCRA"	"rError"
31266	50
31263	50
31680	50
31151	50
31493	50
31616	50
31372	50
31254	50
31289	50
30943	50
31530	50
31347	50
31510	50
31330	50
31470	50
31443	50
30800	50
31676	50
31382	50
31360	50
31827	50
31493	50
31413	50
30551	50
31393	50
31313	50
30846	50
31096	50
31183	50
30680	50
31430	50
31365	50
31359	50
31145	50
31508	50
30419	50
31474	50
31814	50
31554	50
31397	50
31408	50
30632	50
31359	50
31424	50
31565	50
31040	50
31171	50
31236	50
31222	50
30675	50
31367	50
30655	50
31415	50
31515	50
31051	50
30642	50
31236	50
31349	50
31362	50
30987	50
31577	50
31635	50
31296	50
31316	50
31427	50
31398	50
31323	50
31115	50
30966	50
30905	50
31416	50
31460	50
30922	50
30448	50
31575	50
31694	50
30829	50
30767	50
31204	50
31052	50
