"rCRA"	"rError"
33561	50
33754	50
33585	50
33511	50
33785	50
33742	50
33527	50
33438	50
33463	50
33352	50
33504	50
33684	50
33453	50
33547	50
33649	50
33445	50
33308	50
33464	50
33558	50
33566	50
33471	50
33518	50
33541	50
33595	50
33516	50
33789	50
33481	50
33446	50
33608	50
33492	50
33793	50
33354	50
33546	50
33762	50
33533	50
33920	50
33395	50
33370	50
33581	50
33421	50
33509	50
33474	50
33627	50
33328	50
33391	50
33646	50
33755	50
33670	50
33488	50
33384	50
33717	50
33345	50
33430	50
33324	50
33428	50
33391	50
33416	50
33553	50
33678	50
33629	50
33585	50
33641	50
33340	50
33832	50
33515	50
33391	50
33465	50
33409	50
33324	50
33514	50
33898	50
33760	50
33757	50
33522	50
33662	50
33310	50
33517	50
33622	50
33592	50
33487	50
