"rCRA"	"rError"
3706	50
3893	50
3573	50
3447	50
3352	50
3881	50
3878	50
3823	50
3704	50
3891	50
3725	50
3474	50
3400	50
3699	50
3869	50
3663	50
3906	50
3877	50
3404	50
3946	50
3954	50
3900	50
3915	50
3981	50
3995	50
3859	50
3422	50
3955	50
3754	50
3600	50
3570	50
3396	50
3963	50
3642	50
3400	50
3628	50
3757	50
3517	50
3697	50
3790	50
3972	50
3970	50
3473	50
3898	50
3517	50
3629	50
3983	50
3360	50
3310	50
3768	50
3417	50
3828	50
3416	50
3979	50
3501	50
3594	50
3420	50
3524	50
3924	50
4074	50
3402	50
3450	50
3437	50
3775	50
3922	50
3622	50
3412	50
3626	50
3613	50
3397	50
3665	50
3324	50
3486	50
4114	50
3558	50
4041	50
4084	50
3650	50
3469	50
3419	50
