"rCRA"	"rError"
8358	50
9012	50
8778	50
8362	50
8597	50
8858	50
8497	50
8804	50
8772	50
8701	50
8900	50
8836	50
8917	50
8985	50
8761	50
9060	50
8764	50
8849	50
8776	50
8342	50
8838	50
8961	50
8850	50
8314	50
8449	50
8406	50
8644	50
8418	50
8898	50
8756	50
9003	50
8323	50
8406	50
8839	50
8640	50
8759	50
8525	50
8814	50
8797	50
8784	50
8886	50
8548	50
8367	50
8726	50
8211	50
8758	50
8776	50
8555	50
8683	50
9141	50
8801	50
8377	50
8187	50
8419	50
9026	50
8274	50
8803	50
8619	50
8809	50
8670	50
8804	50
8813	50
8829	50
8899	50
8852	50
8752	50
8689	50
8280	50
8257	50
9084	50
8879	50
8863	50
8431	50
8834	50
8504	50
8378	50
8253	50
8385	50
8486	50
8834	50
