"rCRA"	"rError"
2502	20
2496	20
2389	20
2500	20
2180	20
2849	20
2779	20
2788	20
2506	20
2467	20
2418	20
2277	20
2452	20
2459	20
2218	20
2195	20
2483	20
2440	20
2260	20
2870	20
2936	20
2484	20
2792	20
2255	20
2880	20
2481	20
2906	20
2694	20
2428	20
2453	20
2487	20
2460	20
2263	20
2474	20
2143	20
2184	20
2953	20
2310	20
2201	20
2956	20
2875	20
2900	20
2520	20
2827	20
2196	20
2197	20
2181	20
2206	20
2525	20
2436	20
2786	20
2948	20
2247	20
2181	20
2856	20
2479	20
2484	20
2383	20
2482	20
2417	20
2470	20
2152	20
2222	20
2572	20
2845	20
2540	20
2897	20
2690	20
2201	20
2403	20
2286	20
2492	20
2744	20
2472	20
2720	20
2385	20
2506	20
2491	20
2480	20
2387	20
