"rCRA"	"rError"
29151	50
29020	50
29250	50
28878	50
28783	50
28570	50
29342	50
28913	50
28716	50
29100	50
29117	50
29091	50
29541	50
29326	50
29680	50
28871	50
28939	50
29243	50
29153	50
29164	50
29186	50
29024	50
29094	50
28862	50
29018	50
29157	50
29077	50
28588	50
29018	50
29000	50
29009	50
28939	50
29276	50
29539	50
28909	50
28905	50
28936	50
29320	50
28954	50
29026	50
29022	50
28899	50
29358	50
29093	50
28933	50
28940	50
28627	50
28929	50
29298	50
29364	50
29130	50
29442	50
28836	50
29296	50
28726	50
29061	50
28994	50
29010	50
28872	50
29157	50
28627	50
29036	50
28892	50
29013	50
28950	50
28696	50
29121	50
28673	50
29310	50
29557	50
29119	50
29420	50
28994	50
29259	50
29205	50
29080	50
28812	50
29144	50
28833	50
28804	50
