"rCRA"	"rError"
33114	20
33003	20
32936	20
32884	20
32944	20
32388	20
32997	20
32802	20
32695	20
32739	20
32983	20
32826	20
32399	20
33000	20
33039	20
33006	20
32478	20
33081	20
32527	20
32626	20
32573	20
32929	20
32757	20
32871	20
32729	20
32803	20
32597	20
32983	20
33000	20
32529	20
32838	20
33131	20
33405	20
32839	20
33449	20
32681	20
33067	20
33106	20
32730	20
32551	20
32489	20
32912	20
33056	20
32516	20
32834	20
33191	20
32826	20
32455	20
32966	20
32464	20
32571	20
32939	20
32465	20
32850	20
32334	20
32742	20
32795	20
32574	20
32661	20
33124	20
33204	20
33021	20
32638	20
32531	20
32885	20
32881	20
33111	20
32699	20
33211	20
32445	20
32393	20
33248	20
32676	20
32904	20
32545	20
32964	20
32670	20
33190	20
33039	20
32964	20
