"rCRA"	"rError"
5547	20
5837	20
5871	20
6199	20
6093	20
5908	20
5663	20
5406	20
5650	20
5618	20
6081	20
6079	20
5576	20
5703	20
5396	20
5731	20
5802	20
6025	20
6038	20
5682	20
6079	20
5873	20
5443	20
5681	20
6225	20
5313	20
5405	20
5641	20
5976	20
5901	20
5666	20
5441	20
6059	20
5562	20
5642	20
5842	20
5548	20
5389	20
6130	20
5601	20
5802	20
5741	20
5979	20
6084	20
5908	20
6106	20
6012	20
6047	20
5985	20
5610	20
5790	20
5579	20
5557	20
5561	20
6121	20
5256	20
5995	20
6034	20
6202	20
6153	20
6176	20
5710	20
5747	20
5996	20
6084	20
6160	20
5777	20
5628	20
6001	20
5805	20
5772	20
5721	20
5589	20
5666	20
6202	20
5971	20
5953	20
5603	20
5549	20
5618	20
