"rCRA"	"rError"
2742	50
2527	50
2560	50
2475	50
2880	50
2839	50
2334	50
3029	50
2524	50
2747	50
2501	50
2478	50
2447	50
2966	50
2802	50
3005	50
2435	50
2951	50
2783	50
2573	50
2568	50
2398	50
2403	50
2766	50
2455	50
2525	50
2404	50
2540	50
2778	50
2346	50
2535	50
2774	50
3027	50
2574	50
2524	50
2726	50
2722	50
2451	50
2720	50
2597	50
2502	50
2946	50
2551	50
2914	50
2418	50
2579	50
2736	50
2414	50
3041	50
2712	50
2311	50
2223	50
2403	50
2616	50
2467	50
2472	50
2829	50
2525	50
2385	50
2638	50
2795	50
2835	50
2412	50
2556	50
2734	50
2780	50
2868	50
2924	50
2659	50
2448	50
2863	50
2422	50
2713	50
2838	50
2436	50
2870	50
2932	50
2699	50
2512	50
2841	50
