"rCRA"	"rError"
27286	50
27624	50
26672	50
27691	50
27294	50
26457	50
28093	50
27026	50
27451	50
26511	50
27532	50
27424	50
26826	50
26820	50
26402	50
26738	50
27550	50
26989	50
27061	50
27370	50
26871	50
27402	50
27474	50
27529	50
26457	50
27568	50
26805	50
27478	50
27474	50
27130	50
27474	50
26839	50
27458	50
26545	50
27782	50
27654	50
26544	50
27663	50
26781	50
27060	50
27594	50
27945	50
27930	50
26852	50
27345	50
27814	50
27545	50
27204	50
27382	50
27519	50
26529	50
26815	50
27673	50
27660	50
27674	50
26489	50
26633	50
26730	50
27509	50
26909	50
26665	50
26999	50
27660	50
27503	50
26973	50
27594	50
27669	50
27525	50
27366	50
26858	50
27646	50
26745	50
27923	50
26949	50
27762	50
26519	50
26705	50
27508	50
26913	50
26619	50
