"rCRA"	"rError"
2252	20
2065	20
1699	20
2039	20
2449	20
1901	20
1730	20
1858	20
2119	20
2400	20
1924	20
2107	20
1817	20
2439	20
2426	20
2205	20
1868	20
1901	20
2137	20
2430	20
1995	20
2426	20
2527	20
2134	20
2164	20
2430	20
1891	20
2420	20
1948	20
2224	20
1857	20
2108	20
2458	20
2385	20
2129	20
1980	20
2292	20
2133	20
2375	20
2394	20
2155	20
2146	20
1884	20
1891	20
1952	20
2183	20
2264	20
1960	20
2218	20
2506	20
2385	20
2413	20
2467	20
2496	20
2413	20
2477	20
1873	20
2482	20
1870	20
2455	20
2234	20
2273	20
2005	20
1874	20
2191	20
2486	20
1771	20
2166	20
2101	20
2117	20
1914	20
2024	20
2123	20
2171	20
2422	20
2417	20
2295	20
2146	20
2478	20
2069	20
