"rCRA"	"rError"
4654	50
5443	50
5256	50
5351	50
4746	50
5308	50
5204	50
5021	50
5284	50
4915	50
5187	50
5365	50
4986	50
5034	50
4833	50
5275	50
5421	50
4818	50
5002	50
4726	50
5450	50
4765	50
5307	50
4995	50
4489	50
4898	50
4559	50
4921	50
5271	50
4660	50
5030	50
5263	50
4920	50
5236	50
5136	50
4740	50
4746	50
5273	50
5018	50
5288	50
5221	50
5172	50
4867	50
5255	50
5189	50
4579	50
5246	50
5137	50
5254	50
4909	50
5456	50
4712	50
4725	50
5126	50
5002	50
5039	50
5200	50
5128	50
5248	50
5309	50
5302	50
4832	50
4739	50
5097	50
4937	50
4693	50
4946	50
5450	50
4696	50
5151	50
5066	50
5361	50
4925	50
4781	50
5276	50
5008	50
5338	50
5347	50
4929	50
5347	50
