"rCRA"	"rError"
27890	20
28184	20
28062	20
28176	20
28235	20
27934	20
28162	20
27546	20
28071	20
28386	20
28267	20
27931	20
28309	20
28106	20
28062	20
27682	20
27498	20
28278	20
27956	20
28022	20
27572	20
28220	20
28500	20
27463	20
28464	20
28454	20
28136	20
27889	20
28171	20
28162	20
27678	20
28251	20
27942	20
28207	20
28341	20
28111	20
27508	20
28391	20
27907	20
27893	20
28424	20
28289	20
27830	20
28263	20
28021	20
28228	20
28388	20
28545	20
28550	20
27875	20
28009	20
27776	20
28272	20
28441	20
27487	20
27683	20
28156	20
27655	20
28173	20
28524	20
28191	20
28111	20
27458	20
28466	20
27735	20
27661	20
28091	20
28339	20
27592	20
28210	20
28024	20
28232	20
27457	20
27935	20
28196	20
28246	20
27576	20
28040	20
28360	20
27710	20
