"rCRA"	"rError"
14485	50
14433	50
14631	50
14714	50
15031	50
14663	50
14375	50
15059	50
14518	50
14477	50
14424	50
14555	50
14815	50
14459	50
14562	50
14683	50
15057	50
15229	50
14407	50
14658	50
14802	50
14548	50
14711	50
14405	50
14501	50
14766	50
14399	50
14561	50
14519	50
14339	50
14796	50
14248	50
14395	50
14444	50
14456	50
14749	50
14626	50
14413	50
15048	50
14647	50
14732	50
14667	50
15133	50
14363	50
14467	50
14468	50
14947	50
14738	50
14463	50
15290	50
15151	50
14608	50
14516	50
14460	50
15098	50
14696	50
14319	50
14497	50
14422	50
14937	50
14627	50
14606	50
14688	50
14696	50
14480	50
14490	50
15254	50
14429	50
14449	50
14365	50
15143	50
14746	50
14697	50
14469	50
15033	50
14630	50
14655	50
14497	50
14458	50
14488	50
