"rCRA"	"rError"
4169	20
4094	20
3775	20
4132	20
4019	20
3662	20
4194	20
4019	20
4254	20
4418	20
4211	20
3902	20
3859	20
4348	20
3954	20
4132	20
3790	20
3948	20
3743	20
3926	20
4131	20
4136	20
4183	20
4418	20
4090	20
4322	20
4059	20
3829	20
4203	20
3990	20
4369	20
4007	20
4330	20
4152	20
3806	20
4361	20
4218	20
4113	20
4047	20
3865	20
4425	20
4191	20
3776	20
3854	20
3767	20
4162	20
3829	20
3962	20
4358	20
4144	20
4170	20
3776	20
3787	20
4259	20
4137	20
4177	20
4144	20
3919	20
4077	20
3857	20
4396	20
4108	20
4085	20
3818	20
4039	20
4096	20
4045	20
4106	20
4109	20
4137	20
4134	20
3852	20
4387	20
4492	20
3819	20
3887	20
3915	20
3671	20
4397	20
3827	20
