"rCRA"	"rError"
30876	20
31140	20
31439	20
30671	20
31322	20
31355	20
31225	20
31204	20
30823	20
30900	20
31361	20
31448	20
30881	20
30608	20
31239	20
31238	20
31275	20
31003	20
31601	20
30940	20
31365	20
31606	20
30807	20
31200	20
31015	20
31236	20
30609	20
30966	20
31492	20
31263	20
30837	20
31130	20
31045	20
31285	20
31469	20
31148	20
31340	20
31282	20
31336	20
31346	20
31298	20
31330	20
30547	20
31417	20
31278	20
31019	20
31261	20
31473	20
30662	20
30621	20
31042	20
31176	20
30565	20
31234	20
31629	20
31316	20
31348	20
31629	20
31413	20
30451	20
30642	20
31716	20
31429	20
31097	20
31212	20
31427	20
31211	20
31417	20
31296	20
31474	20
31514	20
31107	20
31239	20
31352	20
31479	20
31089	20
31430	20
31215	20
31190	20
30573	20
